CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,July,2376,2954,2405.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,August,2900,2376,2212.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,September,2264,2900,2743.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,October,1018,2264,2513.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,November,1224,1018,2060.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,December,1892,1224,1502,12/1/2024,12,4
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,January,2662,1553,1265,1/1/2024,1,1
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,February,2845,2662,1813,2/1/2024,2,1
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,March,2319,2845,2353.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,April,1978,2319,2608.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,May,2049,1978,2380.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,June,1025,2049,2115.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,July,2474,1025,1684,7/1/2024,7,3
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,August,2120,2474,1849.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,September,2925,2120,1873,9/1/2024,9,3
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,October,1411,2925,2506.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,November,2096,1411,2152,11/1/2024,11,4
Heart & Cardiovascular Health,Metabolic Health | Thorne® | 120 Capsules,39.99,December,2160,2096,2144,12/1/2024,12,4
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,January,1240,2657,2054.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,February,1528,1240,1997.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,March,1925,1528,1808.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,April,1363,1925,1564.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,May,2405,1363,1605.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,June,1652,2405,1897.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,July,2028,1652,1806.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,August,2066,2028,2028.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,September,2310,2066,1915.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,October,1598,2310,2134.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,November,2393,1598,1991.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Methyl Protect | Xymogen® | 60 Capsules,26.31,December,2958,2393,2100.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,January,1503,1094,1695,1/1/2024,1,1
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,February,2354,1503,1663.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,March,1330,2354,1650.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,April,2676,1330,1729,4/1/2024,4,2
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,May,2818,2676,2120,5/1/2024,5,2
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,June,1832,2818,2274.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,July,1321,1832,2442,7/1/2024,7,3
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,August,2470,1321,1990.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,September,2827,2470,1874.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,October,1176,2827,2206,10/1/2024,10,4
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,November,2838,1176,2157.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Methyl-Guard Plus® | Thorne® | 90 Capsules,36.78,December,1580,2838,2280.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,January,2552,2279,2097.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,February,1655,2552,2556.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,March,2100,1655,2162,3/1/2024,3,1
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,April,2645,2100,2102.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,May,1629,2645,2133.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,June,2883,1629,2124.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,July,2282,2883,2385.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,August,2491,2282,2264.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,September,2356,2491,2552,9/1/2024,9,3
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,October,1519,2356,2376.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,November,1561,1519,2122,11/1/2024,11,4
Heart & Cardiovascular Health,Methyl-Guard | Thorne® | 180 Capsules,69.9,December,2875,1561,1812,12/1/2024,12,4
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,January,2318,2011,1697,1/1/2024,1,1
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,February,1112,2318,1963.333333,2/1/2024,2,1
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,March,2352,1112,1813.666667,3/1/2024,3,1
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,April,1165,2352,1927.333333,4/1/2024,4,2
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,May,2230,1165,1543,5/1/2024,5,2
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,June,2547,2230,1915.666667,6/1/2024,6,2
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,July,2809,2547,1980.666667,7/1/2024,7,3
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,August,1076,2809,2528.666667,8/1/2024,8,3
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,September,2836,1076,2144,9/1/2024,9,3
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,October,2257,2836,2240.333333,10/1/2024,10,4
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,November,1589,2257,2056.333333,11/1/2024,11,4
Heart & Cardiovascular Health,MethylAssist | Pure Encapsulations® | 90 Capsules,32,December,2957,1589,2227.333333,12/1/2024,12,4
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,April,2524,2837,2754,4/1/2024,4,2
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,May,1810,2524,2647.666667,5/1/2024,5,2
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,June,2859,1810,2390.333333,6/1/2024,6,2
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,July,2017,2859,2397.666667,7/1/2024,7,3
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,August,1982,2017,2228.666667,8/1/2024,8,3
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,September,2799,1982,2286,9/1/2024,9,3
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,October,2579,2799,2266,10/1/2024,10,4
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,November,2383,2579,2453.333333,11/1/2024,11,4
Heart & Cardiovascular Health,MethylCare™ | Metagenics® | 120 Capsules,12.99,December,1412,2383,2587,12/1/2024,12,4
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,April,2810,1041,1541,4/1/2024,4,2
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,May,2055,2810,2138.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,June,1749,2055,1968.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,July,1247,1749,2204.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,August,2638,1247,1683.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,September,2250,2638,1878,9/1/2024,9,3
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,October,2746,2250,2045,10/1/2024,10,4
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,November,1292,2746,2544.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Methylfolate Plus™ | Biotics Research® | 120 Tablets,40.02,December,1986,1292,2096,12/1/2024,12,4
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,April,2871,2482,1675.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,May,1403,2871,2157,5/1/2024,5,2
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,June,1130,1403,2252,6/1/2024,6,2
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,July,2554,1130,1801.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,August,1883,2554,1695.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,September,1373,1883,1855.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,October,2460,1373,1936.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,November,2471,2460,1905.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Mg-Orotate 500 | Biotics Research® | 90 Capsules,42.53,December,2116,2471,2101.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,January,1814,2128,2353,1/1/2024,1,1
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,February,2453,1814,2137.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,March,1878,2453,2131.666667,3/1/2024,3,1
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,April,2509,1878,2048.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,May,2672,2509,2280,5/1/2024,5,2
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,June,1177,2672,2353,6/1/2024,6,2
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,July,1553,1177,2119.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,August,2549,1553,1800.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,September,2891,2549,1759.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,October,1259,2891,2331,10/1/2024,10,4
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,November,1831,1259,2233,11/1/2024,11,4
Heart & Cardiovascular Health,Mg-Zyme™ | Biotics Research® | 100 Capsules,28.99,December,2387,1831,1993.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,January,2597,1121,1403.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,February,1742,2597,1849.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,March,1386,1742,1820,3/1/2024,3,1
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,April,2137,1386,1908.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,May,1514,2137,1755,5/1/2024,5,2
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,June,1317,1514,1679,6/1/2024,6,2
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,July,2484,1317,1656,7/1/2024,7,3
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,August,2956,2484,1771.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,September,1859,2956,2252.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,October,1996,1859,2433,10/1/2024,10,4
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,November,2186,1996,2270.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Mito-Matrix | Cytomatrix® | 120 Veggie Caps,29.99,December,2821,2186,2013.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,April,1467,1525,2138.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,May,2218,1467,1859.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,June,2088,2218,1736.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,July,2484,2088,1924.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,August,2782,2484,2263.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,September,2819,2782,2451.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,October,1669,2819,2695,10/1/2024,10,4
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,November,1516,1669,2423.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Mo-Zyme™ | Biotics Research® | 100 Tablets,44.27,December,2597,1516,2001.333333,12/1/2024,12,4
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,April,2344,1203,1343,4/1/2024,4,2
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,May,1934,2344,1583,5/1/2024,5,2
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,June,1938,1934,1827,6/1/2024,6,2
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,July,2064,1938,2072,7/1/2024,7,3
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,August,1832,2064,1978.666667,8/1/2024,8,3
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,September,2489,1832,1944.666667,9/1/2024,9,3
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,October,1992,2489,2128.333333,10/1/2024,10,4
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,November,2190,1992,2104.333333,11/1/2024,11,4
Heart & Cardiovascular Health,NAC | Xymogen® | 60 Capsules,34.42,December,1873,2190,2223.666667,12/1/2024,12,4
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,April,2607,2408,2669.666667,4/1/2024,4,2
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,May,1579,2607,2546.333333,5/1/2024,5,2
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,June,1616,1579,2198,6/1/2024,6,2
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,July,1243,1616,1934,7/1/2024,7,3
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,August,2035,1243,1479.333333,8/1/2024,8,3
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,September,1372,2035,1631.333333,9/1/2024,9,3
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,October,2331,1372,1550,10/1/2024,10,4
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,November,2688,2331,1912.666667,11/1/2024,11,4
Heart & Cardiovascular Health,NOx Boost | AOR™ | 60 Lozenges,85.99,December,1126,2688,2130.333333,12/1/2024,12,4
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,April,1384,2811,2174.333333,4/1/2024,4,2
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,May,1329,1384,2142.666667,5/1/2024,5,2
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,June,1727,1329,1841.333333,6/1/2024,6,2
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,July,1798,1727,1480,7/1/2024,7,3
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,August,2349,1798,1618,8/1/2024,8,3
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,September,1229,2349,1958,9/1/2024,9,3
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,October,2919,1229,1792,10/1/2024,10,4
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,November,2752,2919,2165.666667,11/1/2024,11,4
Heart & Cardiovascular Health,NOx Synergy™ | Designs for Health® | 270 g (9.5 oz) Powder,58.99,December,1117,2752,2300,12/1/2024,12,4
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,January,2165,1955,2542,1/1/2024,1,1
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,February,2203,2165,2290.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,March,2667,2203,2107.666667,3/1/2024,3,1
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,April,2552,2667,2345,4/1/2024,4,2
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,May,2488,2552,2474,5/1/2024,5,2
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,June,2124,2488,2569,6/1/2024,6,2
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,July,1697,2124,2388,7/1/2024,7,3
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,August,2740,1697,2103,8/1/2024,8,3
Heart & Cardiovascular Health,Nattokinase (Formerly Nattozimes) | Vita Aid® | 84 Vegetarian Capsules,106.99,September,2811,2740,2187,9/1/2024,9,3
